code,name,x,y,WIND_SPEED,SOLAR_IRRAD,n_points,IP_PB,wind_cls,solar_cls,group
2501609,Barra de Santa Rosa,0.658691498034047,0.1954292848062808,3.2036205309005346,5.021699643481804,26,0.687071389989593,Good,Bad,Good/Bad
2506301,Guarabira,0.6684340769061542,0.14974065290057292,3.224517663507049,4.962349338875118,6,0.6850010060580001,Good,Bad,Good/Bad
2506400,Gurinhém,0.659151929040286,0.17537178041247617,3.204608122370907,4.9956446064678035,11,0.6820824927547782,Good,Bad,Good/Bad
2516805,Triunfo,0.16459083876872463,0.6603825483728509,2.143810070736357,5.625681786731335,9,0.6805844946823378,Bad,Good,Bad/Good
2502052,Bernardino Batista,0.2061613626010894,0.6423877473177696,2.2329758614834336,5.602306236197016,3,0.6746588214301629,Bad,Good,Bad/Good
2503506,Cacimba de Dentro,0.6524752426640988,0.14906664260835445,3.19028710917647,4.96147378812031,5,0.6692867892227528,Good,Bad,Good/Bad
2515401,São Vicente do Seridó,0.5814271805466579,0.3295374082870743,3.037894113954772,5.1959083612049035,9,0.6683206339317961,Good,Bad,Good/Bad
2504355,Caturité,0.5661730538003401,0.351802912883385,3.005175106636596,5.224831627778957,3,0.6665712387755995,Good,Bad,Good/Bad
2509800,Mulungu,0.6458153912831006,0.16123627971682636,3.1760022058387256,4.977282352290741,5,0.6656385336765496,Good,Bad,Good/Bad
2502151,Boa Vista,0.5774951308625552,0.3255737956508542,3.0294601495247435,5.19075956143808,16,0.662947149163841,Good,Bad,Good/Bad
2505352,Damião,0.6423191690220602,0.1603275741099165,3.168503059958575,4.976101928357734,5,0.6620263181423838,Good,Bad,Good/Bad
2513109,Salgado de São Félix,0.5979173132992402,0.2838162490062358,3.0732642654673574,5.1365158029884785,5,0.6618585776001936,Good,Bad,Good/Bad
2501906,Belém,0.645938438279581,0.13419506366805553,3.176266132816997,4.9421553558697955,2,0.6597308399339367,Good,Bad,Good/Bad
2502508,Boqueirão,0.518315640382233,0.38917398014424,2.9025243888409014,5.273377275413714,13,0.6481569947830182,Bad,Bad,Bad/Bad
