lon,lat,name,code,elev,dist_coast
-38.15,-7.35,Itaporanga,2507002,296.0,333.03450737457
-38.1,-7.35,Itaporanga,2507002,300.0,327.51307482296903
-38.05,-7.35,Santana dos Garrotes,2513604,291.0,321.9916655208884
-38.0,-7.35,Santana dos Garrotes,2513604,318.0,316.47028068522263
-37.95,-7.35,Santana dos Garrotes,2513604,337.0,310.9489216192892
-37.9,-7.35,Santana dos Garrotes,2513604,345.0,305.4275897206422
-37.85,-7.35,Olho d'Água,2510402,322.0,299.90628648974825
-37.8,-7.35,Olho d'Água,2510402,309.0,294.38501353963034
-37.75,-7.35,Olho d'Água,2510402,302.0,288.8637726066269
-37.7,-7.35,Imaculada,2506707,646.0,283.342565562403
-37.65,-7.35,Imaculada,2506707,601.0,277.8213944273976
-37.6,-7.35,Imaculada,2506707,602.0,272.3002613859018
-37.55,-7.35,Imaculada,2506707,767.0,266.77916880300955
-37.5,-7.35,Imaculada,2506707,829.0,261.25811924372084
-37.45,-7.35,Imaculada,2506707,845.0,255.73711549451554
-37.4,-7.35,Imaculada,2506707,782.0,250.21616058778264
-37.35,-7.35,Maturéia,2509396,825.0,244.6952578295588
-37.15,-7.35,Desterro,2505402,673.0,222.61224587987564
-37.1,-7.35,Desterro,2505402,704.0,217.09166551575103
-37.05,-7.35,Desterro,2505402,628.0,211.57116501137392
-37.0,-7.35,Livramento,2508505,611.0,206.05075078554225
-36.95,-7.35,Livramento,2508505,576.0,200.53042996375405
-36.9,-7.35,Livramento,2508505,567.0,195.0102104782149
-36.85,-7.35,Livramento,2508505,535.0,189.49010118529944
-36.8,-7.35,Livramento,2508505,535.0,183.9701120041497
-36.75,-7.35,São José dos Cordeiros,2514800,519.0,178.45025408099445
-36.7,-7.35,Parari,2510659,508.0,172.93053998490527
-36.65,-7.35,Parari,2510659,557.0,167.4109839422658
-36.6,-7.35,Gurjão,2506509,460.0,161.89160211916985
-36.55,-7.35,Gurjão,2506509,486.0,156.37241296358192
-36.5,-7.35,São João do Cariri,2514008,507.0,150.8534376225544
-36.45,-7.35,São João do Cariri,2514008,475.0,145.33470045442755
-36.4,-7.35,São João do Cariri,2514008,462.0,139.81622966223046
-36.35,-7.35,Cabaceiras,2503100,465.0,134.29805808310326
-36.3,-7.35,Boa Vista,2502151,478.0,128.7802241804646
-36.25,-7.35,Boa Vista,2502151,469.0,123.2627733023903
-36.2,-7.35,Boa Vista,2502151,484.0,117.74575929335872
-36.15,-7.35,Cabaceiras,2503100,628.0,112.22924658078142
-36.1,-7.35,Campina Grande,2504009,439.0,106.71331290779882
-36.05,-7.35,Campina Grande,2504009,437.0,101.1980529584078
-36.0,-7.35,Campina Grande,2504009,443.0,95.68358323419588
-35.95,-7.35,Queimadas,2512507,448.0,90.17004871710627
