lon,lat,name,code,kappa
-37.15,-7.6,Ouro Velho,2510600,0.3175854462029324
-37.1,-7.6,Ouro Velho,2510600,0.31085548575283556
-37.05,-7.6,Amparo,2500734,0.30229163095754
-37.0,-7.6,Amparo,2500734,0.29525713078965454
-36.95,-7.6,Sumé,2516300,0.2874228140968792
-36.9,-7.6,Sumé,2516300,0.2785237200843179
-36.85,-7.6,Sumé,2516300,0.27007508701317945
-36.8,-7.6,Serra Branca,2515500,0.26122784044439606
-36.75,-7.6,Serra Branca,2515500,0.2522745373052826
-36.7,-7.6,Coxixola,2504850,0.24340534285215085
-36.65,-7.6,Coxixola,2504850,0.23479568274906107
-36.6,-7.6,Coxixola,2504850,0.22668015544528555
-36.55,-7.6,São João do Cariri,2514008,0.21902409929702824
-36.5,-7.6,São João do Cariri,2514008,0.2140535757811335
-36.45,-7.6,São Domingos do Cariri,2513943,0.21133049648631008
-36.4,-7.6,São Domingos do Cariri,2513943,0.21188334095641412
-36.35,-7.6,Barra de São Miguel,2501708,0.21287458026797187
-36.3,-7.6,Barra de São Miguel,2501708,0.21393851080779147
-36.25,-7.6,Barra de São Miguel,2501708,0.2150514597535353
-36.2,-7.6,Boqueirão,2502508,0.21619229349301566
-36.15,-7.6,Boqueirão,2502508,0.21733499175477894
-36.1,-7.6,Boqueirão,2502508,0.2184366665761409
-36.05,-7.6,Alcantil,2500536,0.21966476689166506
-36.0,-7.6,Alcantil,2500536,0.22051554463401332
-35.95,-7.6,Barra de Santana,2501575,0.2211655746027559
-35.9,-7.6,Barra de Santana,2501575,0.22209030896361442
-35.85,-7.6,Gado Bravo,2506251,0.222668007628318
-35.8,-7.6,Gado Bravo,2506251,0.22328930707965755
-35.75,-7.6,Gado Bravo,2506251,0.22393801414749057
-35.7,-7.6,Aroeiras,2501302,0.22459303044494008
-35.65,-7.6,Aroeiras,2501302,0.2252321519267672
-35.6,-7.6,Aroeiras,2501302,0.2258348377940211
-35.55,-7.6,Natuba,2509909,0.22742029785202258
-35.5,-7.6,Natuba,2509909,0.23394473482123088
-38.65,-7.55,Conceição,2504405,0.48781596487978507
-38.6,-7.55,Conceição,2504405,0.4890887308148226
-38.55,-7.55,Conceição,2504405,0.4897141352799244
-38.5,-7.55,Conceição,2504405,0.48853611013152676
-38.45,-7.55,Conceição,2504405,0.48653958081672366
-38.4,-7.55,Ibiara,2506608,0.4833763877645684
-38.35,-7.55,Santana de Mangueira,2513505,0.4791928864683475
-38.3,-7.55,Santana de Mangueira,2513505,0.47906364693597764
-38.25,-7.55,Diamante,2505600,0.47602191910619496
-38.2,-7.55,Curral Velho,2505303,0.4727789361315503
-38.15,-7.55,Curral Velho,2505303,0.4666434638133802
-38.1,-7.55,Curral Velho,2505303,0.46472354296283297
-38.05,-7.55,Princesa Isabel,2512309,0.4627786166785068
-38.0,-7.55,Princesa Isabel,2512309,0.45748707087159013
-37.95,-7.55,Tavares,2516607,0.4508408461390669
-37.9,-7.55,Tavares,2516607,0.4432425315746256
-37.85,-7.55,Juru,2508000,0.4342167618579974
-37.8,-7.55,Juru,2508000,0.42416667914309547
-37.75,-7.55,Juru,2508000,0.414704047085721
-37.7,-7.55,Água Branca,2500106,0.40505588622144434
-37.65,-7.55,Água Branca,2500106,0.39051592875502616
-37.15,-7.55,Ouro Velho,2510600,0.31554270222026515
-37.1,-7.55,Ouro Velho,2510600,0.31004233480408405
-37.05,-7.55,Amparo,2500734,0.30549114809914407
-37.0,-7.55,Amparo,2500734,0.29871463983885577
-36.95,-7.55,Sumé,2516300,0.2903346261569248
-36.9,-7.55,Sumé,2516300,0.2827694516999242
-36.85,-7.55,Sumé,2516300,0.2743728692035532
-36.8,-7.55,Serra Branca,2515500,0.2630287057856397
-36.75,-7.55,Serra Branca,2515500,0.2537542973516755
-36.7,-7.55,Serra Branca,2515500,0.2445917278079664
-36.65,-7.55,Serra Branca,2515500,0.23460733017363988
-36.6,-7.55,Serra Branca,2515500,0.2263761918313149
-36.55,-7.55,São João do Cariri,2514008,0.21851646078993434
